Population,Pedigree,Run,Rate,Number,Survival,Biomass
F2-9,F2,2,105,67,Low,0.58
F2-9,F2,2,105,68,Low,0.54
F2-9,F2,2,105,69,Low,0.62
F2-9,F2,2,105,70,Low,0.32
F2-9,F2,2,105,71,Low,0.44
F2-9,F2,2,105,72,Low,0.4
F2-9,F2,2,105,73,Low,0.75
F2-9,F2,2,105,74,Low,0.33
F2-9,F2,2,105,75,Low,0.35
F2-9,F2,2,105,76,Low,0.33
F2-9,F2,2,105,77,Low,0.54
F2-9,F2,2,105,78,Low,0.24
F2-9,F2,2,105,79,Low,0.31
F2-9,F2,2,105,80,Low,0.68
F2-9,F2,2,105,81,Low,0.59
F2-9,F2,2,105,82,Low,0.33
F2-9,F2,2,105,83,Low,0.46
F2-9,F2,2,105,84,Low,0.38
F2-9,F2,2,105,85,Low,0.52
F2-9,F2,2,105,86,Low,0.48
F2-9,F2,2,105,87,Low,0.65
F2-9,F2,2,105,88,Low,0.38
F2-9,F2,2,105,89,Low,0.5
F2-9,F2,2,105,90,Low,0.3
F2-9,F2,2,105,91,Low,0.44
F2-13,F2,2,105,4,Medium,0.14
F2-13,F2,2,105,5,Medium,0.18
F2-13,F2,2,105,6,Medium,0.17
F2-13,F2,2,105,7,Medium,0.16
F2-13,F2,2,105,8,Medium,0.16
F2-13,F2,2,105,9,Medium,0.11
F2-13,F2,2,105,10,Medium,0.13
F2-13,F2,2,105,11,High,0.12
F2-13,F2,2,105,12,Low,0.14
F2-13,F2,2,105,13,High,0.1
F2-13,F2,2,105,14,High,0.13
F2-13,F2,2,105,15,Medium,0.11
F2-13,F2,2,105,16,High,0.14
F2-13,F2,2,105,17,High,0.17
F2-13,F2,2,105,18,Medium,0.12
F2-13,F2,2,105,19,Medium,0.13
F2-13,F2,2,105,20,Low,0.15
F2-13,F2,2,105,21,Medium,0.14
F2-13,F2,2,105,22,High,0.13
F2-13,F2,2,105,23,Medium,0.12
F2-13,F2,2,105,24,Medium,0.15
F2-13,F2,2,105,25,Medium,0.14
F2-13,F2,2,105,26,Medium,0.14
F2-13,F2,2,105,27,Medium,0.17
F2-13,F2,2,105,28,Low,0.17
F2-13,F2,2,105,29,Low,0.13
F2-13,F2,2,105,30,Medium,0.13
F2-13,F2,2,105,31,Medium,0.18
F2-13,F2,2,105,32,Medium,0.14
F2-13,F2,2,105,33,Medium,0.13
F2-13,F2,2,105,34,High,0.17
F2-13,F2,2,105,35,Medium,0.13
F2-13,F2,2,105,36,Medium,0.18
F2-13,F2,2,105,37,High,0.12
F2-13,F2,2,105,38,Medium,0.13
F2-13,F2,2,105,39,High,0.11
F2-13,F2,2,105,40,Medium,0.12
F2-13,F2,2,105,41,High,0.2
F2-13,F2,2,105,42,Died,0.1
F2-13,F2,2,105,43,High,0.18
F2-13,F2,2,105,44,High,0.12
F2-13,F2,2,105,45,Medium,0.11
F2-13,F2,2,105,46,Medium,0.13
F2-13,F2,2,105,47,Medium,0.15
F2-13,F2,2,105,48,High,0.09
F2-13,F2,2,105,49,High,0.13
F2-13,F2,2,105,50,Medium,0.17
F2-13,F2,2,105,51,High,0.13
F2-13,F2,2,105,52,Medium,0.15
F2-13,F2,2,105,53,Medium,0.15
F2-13,F2,2,105,54,Low,0.24
F2-13,F2,2,105,55,Medium,0.14
F2-13,F2,2,105,56,High,0.15
F2-13,F2,2,105,57,Medium,0.15
F2-13,F2,2,105,58,High,0.11
F2-13,F2,2,105,59,Died,0.15
F2-13,F2,2,105,60,High,0.15
F2-13,F2,2,105,61,Medium,0.2
F2-13,F2,2,105,62,High,0.17
F2-13,F2,2,105,63,Died,0.14
F2-13,F2,2,105,64,Low,0.25
F2-13,F2,2,105,65,Medium,0.14
F2-13,F2,2,105,66,Medium,0.17
F2-13,F2,2,105,67,Low,0.23
F2-13,F2,2,105,68,High,0.13
F2-13,F2,2,105,69,High,0.12
F2-13,F2,2,105,70,Medium,0.16
F2-13,F2,2,105,71,High,0.11
F2-13,F2,2,105,72,Medium,0.12
F2-13,F2,2,105,73,High,0.13
F2-13,F2,2,105,74,High,0.09
F2-13,F2,2,105,75,Medium,0.23
F2-13,F2,2,105,76,Medium,0.14
F2-13,F2,2,105,77,High,0.11
F2-13,F2,2,105,78,Medium,0.14
F2-13,F2,2,105,79,High,0.14
F2-13,F2,2,105,80,High,0.17
F2-13,F2,2,105,81,High,0.13
F2-13,F2,2,105,82,High,0.18
F2-13,F2,2,105,83,High,0.11
F2-13,F2,2,105,84,Died,0.1
F2-13,F2,2,105,85,Medium,0.15
F2-13,F2,2,105,86,Medium,0.14
F2-13,F2,2,105,87,High,0.1
F2-13,F2,2,105,88,Low,0.17
F2-13,F2,2,105,89,High,0.13
F2-13,F2,2,105,90,Medium,0.14
F2-13,F2,2,105,91,Medium,0.14
F2-13,F2,2,105,92,Medium,0.13
F2-13,F2,2,105,93,High,0.16
F2-13,F2,2,105,94,Medium,0.17
F2-13,F2,2,105,95,Medium,0.16
F2-13,F2,2,105,96,Medium,0.16
F2-13,F2,2,105,97,High,0.13
F2-13,F2,2,105,98,Medium,0.14
BC-9,BC,2,105,1,Low,0.19
BC-9,BC,2,105,2,Medium,0.21
BC-9,BC,2,105,3,High,0.2
BC-9,BC,2,105,4,Low,0.18
BC-9,BC,2,105,5,Medium,0.14
BC-9,BC,2,105,6,High,0.14
BC-9,BC,2,105,7,High,0.16
BC-9,BC,2,105,8,High,0.16
BC-9,BC,2,105,9,High,0.11
BC-9,BC,2,105,10,Low,0.33
BC-9,BC,2,105,11,Medium,0.18
BC-9,BC,2,105,12,High,0.13
BC-9,BC,2,105,13,Medium,0.2
BC-9,BC,2,105,14,Medium,0.18
BC-9,BC,2,105,15,Low,0.24
BC-9,BC,2,105,16,Medium,0.17
BC-9,BC,2,105,17,Low,0.28
BC-9,BC,2,105,18,Low,0.43
BC-9,BC,2,105,19,Low,0.17
BC-9,BC,2,105,20,Medium,0.14
BC-9,BC,2,105,21,High,0.15
BC-9,BC,2,105,22,Low,0.19
BC-9,BC,2,105,23,Medium,0.15
BC-9,BC,2,105,24,High,0.21
BC-9,BC,2,105,25,High,0.18
BC-9,BC,2,105,26,Medium,0.23
BC-9,BC,2,105,27,Low,0.15
BC-9,BC,2,105,28,High,0.13
BC-9,BC,2,105,29,Medium,0.38
BC-9,BC,2,105,30,Medium,0.21
BC-9,BC,2,105,31,Medium,0.32
BC-9,BC,2,105,32,High,0.14
BC-9,BC,2,105,33,Low,0.35
BC-9,BC,2,105,34,Low,0.16
BC-9,BC,2,105,35,High,0.08
BC-9,BC,2,105,36,Medium,0.27
BC-9,BC,2,105,37,Low,0.29
BC-9,BC,2,105,38,High,0.16
BC-9,BC,2,105,39,Low,0.37
BC-9,BC,2,105,40,Low,0.2
BC-9,BC,2,105,41,High,0.16
BC-9,BC,2,105,42,Medium,0.11
BC-9,BC,2,105,43,Low,0.47
BC-9,BC,2,105,44,Low,0.21
BC-9,BC,2,105,45,Low,0.18
BC-9,BC,2,105,46,High,0.23
BC-9,BC,2,105,47,Low,0.39
BC-9,BC,2,105,48,Medium,0.17
BC-9,BC,2,105,49,High,0.15
BC-9,BC,2,105,50,Medium,0.24
BC-9,BC,2,105,51,Medium,0.2
BC-9,BC,2,105,52,Medium,0.2
BC-9,BC,2,105,53,Low,0.29
BC-9,BC,2,105,54,Low,0.23
BC-9,BC,2,105,55,Low,0.21
BC-9,BC,2,105,56,Medium,0.17
BC-9,BC,2,105,57,Low,0.27
BC-9,BC,2,105,58,Low,0.27
BC-9,BC,2,105,59,Low,0.29
BC-9,BC,2,105,60,Low,0.44
BC-9,BC,2,105,61,Low,0.22
BC-9,BC,2,105,62,Low,0.43
BC-9,BC,2,105,63,Medium,0.21
BC-9,BC,2,105,64,Low,0.27
BC-9,BC,2,105,65,Low,0.24
BC-9,BC,2,105,66,Medium,0.23
BC-9,BC,2,105,67,Medium,0.21
BC-9,BC,2,105,68,High,0.14
BC-9,BC,2,105,69,High,0.21
BC-9,BC,2,105,70,Medium,0.32
BC-9,BC,2,105,71,Medium,0.15
BC-9,BC,2,105,72,Medium,0.16
BC-9,BC,2,105,73,High,0.13
BC-9,BC,2,105,74,Medium,0.19
BC-9,BC,2,105,75,Medium,0.16
BC-9,BC,2,105,76,High,0.07
BC-9,BC,2,105,77,High,0.2
BC-9,BC,2,105,78,Died,0.09
BC-9,BC,2,105,79,Low,0.34
BC-9,BC,2,105,80,High,0.21
BC-9,BC,2,105,81,Medium,0.19
BC-9,BC,2,105,82,Medium,0.24
BC-9,BC,2,105,83,Medium,0.18
BC-9,BC,2,105,84,High,0.2
BC-9,BC,2,105,85,Low,0.26
BC-9,BC,2,105,86,High,0.17
BC-9,BC,2,105,87,Medium,0.24
BC-9,BC,2,105,88,High,0.12
BC-9,BC,2,105,89,High,0.2
BC-9,BC,2,105,90,High,0.16
BC-9,BC,2,105,91,Low,0.25
BC-9,BC,2,105,92,Low,0.19
BC-9,BC,2,105,93,Low,0.35
BC-9,BC,2,105,94,Low,0.34
BC-9,BC,2,105,95,High,0.12
BC-13,BC,1,105,1,Medium,0.19
BC-13,BC,1,105,2,High,0.17
BC-13,BC,1,105,3,Low,0.22
BC-13,BC,1,105,4,High,0.09
BC-13,BC,1,105,5,Died,0.06
BC-13,BC,1,105,6,High,0.14
BC-13,BC,1,105,7,Low,0.26
BC-13,BC,1,105,8,High,0.1
BC-13,BC,1,105,9,Low,0.22
BC-13,BC,1,105,10,High,0.1
BC-13,BC,1,105,11,Medium,0.19
BC-13,BC,1,105,12,High,0.12
BC-13,BC,1,105,13,Low,0.23
BC-13,BC,1,105,14,High,0.05
BC-13,BC,1,105,15,Medium,0.1
BC-13,BC,1,105,16,Medium,0.19
BC-13,BC,1,105,17,High,0.11
BC-13,BC,1,105,18,Died,0.05
BC-13,BC,1,105,19,Died,0.07
BC-13,BC,1,105,20,Low,0.17
BC-13,BC,1,105,21,Medium,0.14
BC-13,BC,1,105,22,Medium,0.19
BC-13,BC,1,105,23,Died,0.06
BC-13,BC,1,105,24,Medium,0.3
BC-13,BC,1,105,25,Medium,0.21
BC-13,BC,1,105,26,Died,0.05
BC-13,BC,1,105,27,High,0.12
BC-13,BC,1,105,28,High,0.05
BC-13,BC,1,105,29,Died,0.04
BC-13,BC,1,105,30,Low,0.23
BC-13,BC,1,105,31,High,0.06
BC-13,BC,1,105,32,Medium,0.15
BC-13,BC,1,105,33,Medium,0.24
BC-13,BC,1,105,34,Medium,0.18
BC-13,BC,1,105,35,Low,0.27
BC-13,BC,1,105,36,Died,0.08
BC-13,BC,1,105,37,High,0.14
BC-13,BC,1,105,38,Low,0.24
BC-13,BC,1,105,39,Low,0.22
BC-13,BC,1,105,40,High,0.1
BC-13,BC,1,105,41,Low,0.18
BC-13,BC,1,105,42,Medium,0.14
BC-13,BC,1,105,43,Died,0.07
BC-13,BC,1,105,44,Medium,0.14
BC-13,BC,1,105,45,Low,0.24
BC-13,BC,1,105,46,Died,0.05
BC-13,BC,1,105,47,Low,0.32
BC-13,BC,1,105,48,Low,0.22
BC-13,BC,1,105,49,High,0.1
BC-13,BC,2,105,1,Medium,0.11
BC-13,BC,2,105,2,Died,0.05
BC-13,BC,2,105,3,Medium,0.25
BC-13,BC,2,105,4,High,0.12
BC-13,BC,2,105,5,Died,0.04
BC-13,BC,2,105,6,Low,0.2
BC-13,BC,2,105,7,Died,0.04
BC-13,BC,2,105,8,Died,0.03
BC-13,BC,2,105,9,High,0.14
BC-13,BC,2,105,10,Low,0.22
BC-13,BC,2,105,11,High,0.07
BC-13,BC,2,105,12,Medium,0.11
BC-13,BC,2,105,13,Low,0.18
BC-13,BC,2,105,14,Died,0.04
BC-13,BC,2,105,15,Medium,0.2
BC-13,BC,2,105,16,Low,0.15
BC-13,BC,2,105,17,Died,0.03
BC-13,BC,2,105,18,Died,0.11
BC-13,BC,2,105,19,Died,0.05
BC-13,BC,2,105,20,Low,0.24
BC-13,BC,2,105,21,Low,0.22
BC-13,BC,2,105,22,High,0.05
BC-13,BC,2,105,23,Medium,0.12
BC-13,BC,2,105,24,High,0.12
BC-13,BC,2,105,25,Medium,0.19
BC-13,BC,2,105,26,Medium,0.15
BC-13,BC,2,105,27,Died,0.05
BC-13,BC,2,105,28,Died,0.02
BC-13,BC,2,105,29,Died,0.06
BC-13,BC,2,105,30,Died,0.03
BC-13,BC,2,105,31,Low,0.2
BC-13,BC,2,105,32,Medium,0.28
BC-13,BC,2,105,33,Died,0.11
BC-13,BC,2,105,34,Died,0.08
BC-13,BC,2,105,35,Medium,0.16
BC-13,BC,2,105,36,Low,0.24
BC-13,BC,2,105,37,High,0.09
BC-13,BC,2,105,38,Medium,0.12
BC-13,BC,2,105,39,Medium,0.1
BC-13,BC,2,105,40,High,0.13
BC-13,BC,2,105,41,Died,0.07
BC-13,BC,2,105,42,High,0.15
BC-13,BC,2,105,43,Medium,0.11
BC-13,BC,2,105,44,Medium,0.14
BC-13,BC,2,105,45,Low,0.25
BC-13,BC,2,105,46,Died,0.06
BC-13,BC,2,105,47,Medium,0.15
BC-13,BC,2,105,48,High,0.12
BC-13,BC,2,105,49,Low,0.21
