Population,Pedigree,Run,Rate,Number,Survival,Biomass
F2-13,F2,2,420,44,High,0.08
F2-13,F2,2,420,45,Medium,0.18
F2-13,F2,2,420,46,Died,0.06
F2-13,F2,2,420,47,Medium,0.13
F2-13,F2,2,420,48,Medium,0.21
F2-13,F2,2,420,49,Died,0.11
F2-13,F2,2,420,50,High,0.16
F2-13,F2,2,420,51,High,0.14
F2-13,F2,2,420,52,Medium,0.21
F2-13,F2,2,420,53,High,0.17
F2-13,F2,2,420,54,High,0.15
F2-13,F2,2,420,55,Medium,0.14
F2-13,F2,2,420,56,Medium,0.14
F2-13,F2,2,420,57,High,0.15
F2-13,F2,2,420,58,High,0.16
F2-13,F2,2,420,59,Medium,0.15
F2-13,F2,2,420,60,Medium,0.17
F2-13,F2,2,420,61,High,0.17
F2-13,F2,2,420,62,Medium,0.13
F2-13,F2,2,420,63,Medium,0.15
F2-13,F2,2,420,64,Medium,0.17
F2-13,F2,2,420,65,High,0.15
F2-13,F2,2,420,66,High,0.15
F2-13,F2,2,420,67,Died,0.08
F2-13,F2,2,420,68,Medium,0.14
F2-13,F2,2,420,69,High,0.15
F2-13,F2,2,420,70,Medium,0.13
F2-13,F2,2,420,71,High,0.11
F2-13,F2,2,420,72,High,0.15
F2-13,F2,2,420,73,High,0.14
F2-13,F2,2,420,74,High,0.14
F2-13,F2,2,420,75,Died,0.06
F2-13,F2,2,420,76,Died,0.11
F2-13,F2,2,420,77,Medium,0.13
F2-13,F2,2,420,78,High,0.18
F2-13,F2,2,420,79,High,0.16
F2-13,F2,2,420,80,High,0.2
F2-13,F2,2,420,81,Medium,0.19
F2-13,F2,2,420,82,Medium,0.17
F2-13,F2,2,420,83,High,0.14
F2-13,F2,2,420,84,Medium,0.17
F2-13,F2,2,420,85,High,0.16
F2-13,F2,2,420,86,Medium,0.2
F2-13,F2,2,420,87,Medium,0.2
F2-13,F2,2,420,88,High,0.19
F2-13,F2,2,420,89,Medium,0.25
F2-13,F2,2,420,90,Medium,0.24
F2-13,F2,2,420,91,High,0.19
F2-13,F2,2,420,92,High,0.13
F2-13,F2,2,420,93,Died,0.11
F2-13,F2,2,420,94,High,0.16
BC-8,BC,2,420,1,Died,0.01
BC-8,BC,2,420,2,Died,0.05
BC-8,BC,2,420,3,Died,0.05
BC-8,BC,2,420,4,Died,0.01
BC-8,BC,2,420,5,Died,0.05
BC-8,BC,2,420,6,Died,0.04
BC-8,BC,2,420,7,Died,0.06
BC-8,BC,2,420,8,Died,0.05
BC-8,BC,2,420,9,Died,0.04
BC-8,BC,2,420,10,Died,0.07
BC-8,BC,2,420,11,Died,0.06
BC-8,BC,2,420,12,Died,0.05
BC-8,BC,2,420,13,Died,0.06
BC-8,BC,2,420,14,Died,0.03
BC-8,BC,2,420,15,Died,0.06
BC-8,BC,2,420,16,Died,0.03
BC-8,BC,2,420,17,Died,0.07
BC-8,BC,2,420,18,Died,0.09
BC-8,BC,2,420,19,Died,0.06
BC-8,BC,2,420,20,Died,0.04
BC-8,BC,2,420,21,Died,0.06
BC-8,BC,2,420,22,Died,0.03
BC-8,BC,2,420,23,Died,0.03
BC-8,BC,2,420,24,Died,0.04
BC-8,BC,2,420,25,Died,0.05
BC-8,BC,2,420,26,Died,0.03
BC-8,BC,2,420,27,Died,0.04
BC-8,BC,2,420,28,Died,0.08
BC-8,BC,2,420,29,Died,0.04
BC-8,BC,2,420,30,Died,0.04
BC-8,BC,2,420,31,Died,0.03
BC-8,BC,2,420,32,Died,0.05
BC-8,BC,2,420,33,Died,0.05
BC-8,BC,2,420,34,Died,0.04
BC-8,BC,2,420,35,Died,0.02
BC-8,BC,2,420,36,Died,0.06
BC-8,BC,2,420,37,Died,0.07
BC-8,BC,2,420,38,Died,0.08
BC-8,BC,2,420,39,Died,0.09
BC-8,BC,2,420,40,Died,0.07
BC-8,BC,2,420,41,Died,0.03
BC-8,BC,2,420,42,Died,0.06
BC-8,BC,2,420,43,Died,0.07
BC-8,BC,2,420,44,Died,0.02
BC-8,BC,2,420,45,Died,0.05
BC-8,BC,2,420,46,Died,0.08
BC-8,BC,2,420,47,Died,0.08
BC-8,BC,2,420,48,Died,0.05
BC-8,BC,2,420,49,Died,0.06
BC-8,BC,2,420,50,Died,0.02
BC-8,BC,2,420,51,Died,0.08
BC-8,BC,2,420,52,Died,0.09
BC-8,BC,2,420,53,Died,0.05
BC-8,BC,2,420,54,Died,0.04
BC-8,BC,2,420,55,Died,0.08
BC-8,BC,2,420,56,Died,0.03
BC-8,BC,2,420,57,Died,0.01
BC-8,BC,2,420,58,Died,0.08
BC-8,BC,2,420,59,Died,0.06
BC-8,BC,2,420,60,Died,0.07
BC-8,BC,2,420,61,Died,0.03
BC-8,BC,2,420,62,Died,0.05
BC-8,BC,2,420,63,Died,0.01
BC-8,BC,2,420,64,Died,0.02
BC-8,BC,2,420,65,Died,0.07
BC-8,BC,2,420,66,Died,0.04
BC-8,BC,2,420,67,Died,0.05
BC-8,BC,2,420,68,Died,0.03
BC-8,BC,2,420,69,Died,0.04
BC-8,BC,2,420,70,Died,0.08
BC-8,BC,2,420,71,Died,0.03
BC-8,BC,2,420,72,Died,0.08
BC-8,BC,2,420,73,Died,0.04
BC-8,BC,2,420,74,Died,0.01
BC-8,BC,2,420,75,Died,0.02
BC-8,BC,2,420,76,Died,0.05
BC-8,BC,2,420,77,Died,0.04
BC-8,BC,2,420,78,Died,0.01
BC-8,BC,2,420,79,Died,0.05
BC-8,BC,2,420,80,Died,0.04
BC-8,BC,2,420,81,Died,0.07
BC-8,BC,2,420,82,Died,0.01
BC-8,BC,2,420,83,Died,0.05
BC-8,BC,2,420,84,Died,0.04
BC-8,BC,2,420,85,Died,0.04
BC-8,BC,2,420,86,Died,0.06
BC-8,BC,2,420,87,Died,0.08
BC-8,BC,2,420,88,Died,0.04
BC-8,BC,2,420,89,Died,0.03
BC-8,BC,2,420,90,Died,0.02
BC-8,BC,2,420,91,Died,0.03
F2-9,F2,2,420,29,High,0.05
F2-9,F2,2,420,30,Medium,0.2
F2-9,F2,2,420,31,Medium,0.1
F2-9,F2,2,420,32,Low,0.11
F2-9,F2,2,420,33,Low,0.25
F2-9,F2,2,420,34,Low,0.2
F2-9,F2,2,420,35,Low,0.27
F2-9,F2,2,420,36,Low,0.14
F2-9,F2,2,420,37,Low,0.19
F2-9,F2,2,420,38,Low,0.22
F2-9,F2,2,420,39,Low,0.15
F2-9,F2,2,420,40,Low,0.22
F2-9,F2,2,420,41,Low,0.18
F2-9,F2,2,420,42,Low,0.19
F2-9,F2,2,420,43,Low,0.27
F2-9,F2,2,420,44,Low,0.24
F2-9,F2,2,420,45,Low,0.43
F2-9,F2,2,420,46,Low,0.17
F2-9,F2,2,420,47,Low,0.16
F2-9,F2,2,420,48,Low,0.14
F2-9,F2,2,420,49,Medium,0.16
F2-9,F2,2,420,50,Low,0.42
F2-9,F2,2,420,51,Low,0.33
F2-9,F2,2,420,52,Low,0.21
F2-9,F2,2,420,53,Low,0.42
F2-9,F2,2,420,54,Low,0.14
F2-9,F2,2,420,55,Low,0.27
F2-9,F2,2,420,56,Low,0.2
BC-9,BC,2,420,1,Medium,0.09
BC-9,BC,2,420,2,Medium,0.08
BC-9,BC,2,420,3,Died,0.07
BC-9,BC,2,420,4,High,0.07
BC-9,BC,2,420,5,Medium,0.1
BC-9,BC,2,420,6,Medium,0.11
BC-9,BC,2,420,7,Medium,0.07
BC-9,BC,2,420,8,High,0.08
BC-9,BC,2,420,9,Died,0.06
BC-9,BC,2,420,10,Died,0.09
BC-9,BC,2,420,11,Died,0.07
BC-9,BC,2,420,12,Medium,0.09
BC-9,BC,2,420,13,Medium,0.1
BC-9,BC,2,420,14,Medium,0.12
BC-9,BC,2,420,15,High,0.08
BC-9,BC,2,420,16,High,0.09
BC-9,BC,2,420,17,Died,0.04
BC-9,BC,2,420,18,Died,0.05
BC-9,BC,2,420,19,Died,0.05
BC-9,BC,2,420,20,Died,0.07
BC-9,BC,2,420,21,Died,0.05
BC-9,BC,2,420,22,Died,0.08
BC-9,BC,2,420,23,Died,0.06
BC-9,BC,2,420,24,Died,0.08
BC-9,BC,2,420,25,Died,0.08
BC-9,BC,2,420,26,High,0.11
BC-9,BC,2,420,27,Died,0.07
BC-9,BC,2,420,28,Died,0.05
BC-9,BC,2,420,29,High,0.1
BC-9,BC,2,420,30,Died,0.07
BC-9,BC,2,420,31,Died,0.07
BC-9,BC,2,420,32,High,0.13
BC-9,BC,2,420,33,Medium,0.14
BC-9,BC,2,420,34,High,0.13
BC-9,BC,2,420,35,High,0.09
BC-9,BC,2,420,36,Medium,0.09
BC-9,BC,2,420,37,Medium,0.11
BC-9,BC,2,420,38,Medium,0.14
BC-9,BC,2,420,39,High,0.13
BC-9,BC,2,420,40,Medium,0.09
BC-9,BC,2,420,41,Medium,0.1
BC-9,BC,2,420,42,High,0.09
BC-9,BC,2,420,43,High,0.09
BC-9,BC,2,420,44,High,0.12
BC-9,BC,2,420,45,Medium,0.11
BC-9,BC,2,420,46,Died,0.04
BC-9,BC,2,420,47,High,0.1
BC-9,BC,2,420,48,Medium,0.07
BC-9,BC,2,420,49,High,0.1
BC-9,BC,2,420,50,High,0.07
BC-9,BC,2,420,51,High,0.07
BC-9,BC,2,420,52,Medium,0.11
BC-9,BC,2,420,53,High,0.06
BC-9,BC,2,420,54,Medium,0.14
BC-9,BC,2,420,55,High,0.12
BC-9,BC,2,420,56,High,0.06
BC-9,BC,2,420,57,Died,0.06
BC-9,BC,2,420,58,Died,0.08
BC-9,BC,2,420,59,High,0.14
BC-9,BC,2,420,60,Died,0.03
BC-9,BC,2,420,61,Died,0.08
BC-9,BC,2,420,62,High,0.11
BC-9,BC,2,420,63,Died,0.05
BC-9,BC,2,420,64,High,0.06
BC-9,BC,2,420,65,Medium,0.1
BC-9,BC,2,420,66,Medium,0.09
BC-9,BC,2,420,67,High,0.06
BC-9,BC,2,420,68,High,0.11
BC-9,BC,2,420,69,Died,0.06
BC-9,BC,2,420,70,Medium,0.16
BC-9,BC,2,420,71,High,0.11
BC-9,BC,2,420,72,High,0.11
BC-9,BC,2,420,73,High,0.08
BC-9,BC,2,420,74,Medium,0.14
BC-9,BC,2,420,75,High,0.08
BC-9,BC,2,420,76,High,0.06
BC-9,BC,2,420,77,Medium,0.08
BC-9,BC,2,420,78,High,0.07
BC-9,BC,2,420,79,Died,0.05
BC-9,BC,2,420,80,High,0.08
BC-9,BC,2,420,81,Died,0.06
BC-9,BC,2,420,82,High,0.05
BC-9,BC,2,420,83,High,0.06
BC-9,BC,2,420,84,High,0.06
BC-9,BC,2,420,85,Medium,0.15
BC-9,BC,2,420,86,Medium,0.09
BC-9,BC,2,420,87,Medium,0.08
BC-9,BC,2,420,88,High,0.06
BC-9,BC,2,420,89,High,0.1
BC-9,BC,2,420,90,Medium,0.1
BC-9,BC,2,420,91,Medium,0.12
BC-9,BC,2,420,92,High,0.1
BC-9,BC,2,420,93,Medium,0.13
BC-9,BC,2,420,94,Medium,0.06
BC-13,BC,2,420,1,Died,0.02
BC-13,BC,2,420,2,Medium,0.1
BC-13,BC,2,420,3,Died,0.02
BC-13,BC,2,420,4,Died,0.07
BC-13,BC,2,420,5,Died,0.02
BC-13,BC,2,420,6,Died,0.02
BC-13,BC,2,420,7,Died,0.03
BC-13,BC,2,420,8,Died,0.04
BC-13,BC,2,420,9,High,0.04
BC-13,BC,2,420,10,Medium,0.13
BC-13,BC,2,420,11,Died,0.02
BC-13,BC,2,420,12,Died,0.05
BC-13,BC,2,420,13,Died,0.04
BC-13,BC,2,420,14,Died,0.01
BC-13,BC,2,420,15,Died,0.03
BC-13,BC,2,420,16,Died,0.03
BC-13,BC,2,420,17,Died,0.04
BC-13,BC,2,420,18,Died,0.05
BC-13,BC,2,420,19,Died,0.04
BC-13,BC,2,420,20,Died,0.01
BC-13,BC,2,420,21,High,0.06
BC-13,BC,2,420,22,Died,0.06
BC-13,BC,2,420,23,Medium,0.12
BC-13,BC,2,420,24,High,0.02
BC-13,BC,2,420,25,Died,0.03
BC-13,BC,2,420,26,Died,0.05
BC-13,BC,2,420,27,Died,0.04
BC-13,BC,2,420,28,Died,0.05
BC-13,BC,2,420,29,Died,0.06
BC-13,BC,2,420,30,Died,0.04
BC-13,BC,2,420,31,Died,0.03
BC-13,BC,2,420,32,Died,0.02
BC-13,BC,2,420,33,Died,0.04
BC-13,BC,2,420,34,Died,0.02
BC-13,BC,2,420,35,Died,0.06
BC-13,BC,2,420,36,High,0.12
BC-13,BC,2,420,37,High,0.1
BC-13,BC,2,420,38,Died,0.03
BC-13,BC,2,420,39,High,0.07
BC-13,BC,2,420,40,High,0.12
BC-13,BC,2,420,41,Died,0.08
BC-13,BC,2,420,42,High,0.05
BC-13,BC,2,420,43,Died,0.06
BC-13,BC,2,420,44,Died,0.02
BC-13,BC,2,420,45,Died,0.02
BC-13,BC,2,420,46,Died,0.04
BC-13,BC,2,420,47,Died,0.02
BC-13,BC,2,420,48,Died,0.03
BC-13,BC,2,420,49,Died,0.04
BC-13,BC,2,420,50,Died,0.05
BC-13,BC,2,420,51,Died,0.04
BC-13,BC,2,420,52,Died,0.03
BC-13,BC,2,420,53,Died,0.04
BC-13,BC,2,420,54,Died,0.06
BC-13,BC,2,420,55,Low,0.07
BC-13,BC,2,420,56,Died,0.02
BC-13,BC,2,420,57,Died,0.04
BC-13,BC,2,420,58,Died,0.04
BC-13,BC,2,420,59,Died,0.02
BC-13,BC,2,420,60,Died,0.04
BC-13,BC,2,420,61,Died,0.02
BC-13,BC,2,420,62,Died,0.01
BC-13,BC,2,420,63,Died,0.03
BC-13,BC,2,420,64,Died,0.06
BC-13,BC,2,420,65,Died,0.07
BC-13,BC,2,420,66,Died,0.01
BC-13,BC,2,420,67,Died,0.04
BC-13,BC,2,420,68,Died,0.03
BC-13,BC,2,420,69,High,0.03
BC-13,BC,2,420,70,Died,0.09
BC-13,BC,2,420,71,Died,0.05
BC-13,BC,2,420,72,Died,0.03
BC-13,BC,2,420,73,Died,0.01
BC-13,BC,2,420,74,Died,0.02
BC-13,BC,2,420,75,Died,0.03
BC-13,BC,2,420,76,High,0.14
BC-13,BC,2,420,77,Died,0.02
BC-13,BC,2,420,78,Died,0.03
BC-13,BC,2,420,79,High,0.11
BC-13,BC,2,420,80,Died,0.04
BC-13,BC,2,420,81,Died,0.03
BC-13,BC,2,420,82,Died,0.04
BC-13,BC,2,420,83,Died,0.04
BC-13,BC,2,420,84,Died,0.05
BC-13,BC,2,420,85,High,0.06
