Population,Pedigree,Run,Rate,Number,Survival,Biomass
F2-13,F2,1,420,93,Medium,0.03
F2-13,F2,1,420,94,Died,0.03
F2-13,F2,1,420,95,Medium,0.09
F2-13,F2,1,420,96,Died,0.01
BC-8,BC,1,420,1,Died,0.09
BC-8,BC,1,420,2,Died,0.02
BC-8,BC,1,420,3,Died,0.03
BC-8,BC,1,420,4,Died,0.04
BC-8,BC,1,420,5,Died,0.01
BC-8,BC,1,420,6,Died,0.05
BC-8,BC,1,420,7,Died,0.06
BC-8,BC,1,420,8,Died,0.01
BC-8,BC,1,420,9,Died,0.03
BC-8,BC,1,420,10,Died,0.02
BC-8,BC,1,420,11,Died,0.06
BC-8,BC,1,420,12,Died,0.06
BC-8,BC,1,420,13,Died,0.08
BC-8,BC,1,420,14,Died,0.04
BC-8,BC,1,420,15,Died,0.04
BC-8,BC,1,420,16,Died,0.05
BC-8,BC,1,420,17,Died,0.02
BC-8,BC,1,420,18,High,0.11
BC-8,BC,1,420,19,Died,0.06
BC-8,BC,1,420,20,Died,0.09
BC-8,BC,1,420,21,Died,0.05
BC-8,BC,1,420,22,Died,0.03
BC-8,BC,1,420,23,Died,0.07
BC-8,BC,1,420,24,Died,0.04
BC-8,BC,1,420,25,Died,0.07
BC-8,BC,1,420,26,Died,0.08
BC-8,BC,1,420,27,Died,0.07
BC-8,BC,1,420,28,High,0.11
BC-8,BC,1,420,29,Died,0.06
BC-8,BC,1,420,30,High,0.1
BC-8,BC,1,420,31,Died,0.06
BC-8,BC,1,420,32,Died,0.09
BC-8,BC,1,420,33,High,0.14
BC-8,BC,1,420,34,Died,0.07
BC-8,BC,1,420,35,Died,0.07
BC-8,BC,1,420,36,Died,0.04
BC-8,BC,1,420,37,Died,0.07
BC-8,BC,1,420,38,Died,0.04
BC-8,BC,1,420,39,Died,0.02
BC-8,BC,1,420,40,Died,0.03
BC-8,BC,1,420,41,Died,0.05
BC-8,BC,1,420,42,High,0.12
BC-8,BC,1,420,43,Died,0.07
BC-8,BC,1,420,44,Died,0.02
BC-8,BC,1,420,45,Died,0.04
BC-8,BC,1,420,46,Died,0.08
BC-8,BC,1,420,47,Died,0.08
BC-8,BC,1,420,48,Died,0.04
BC-8,BC,1,420,49,Died,0.07
BC-8,BC,1,420,50,Died,0.06
BC-8,BC,1,420,51,Died,0.06
BC-8,BC,1,420,52,Died,0.04
BC-8,BC,1,420,53,Died,0.02
BC-8,BC,1,420,54,Died,0.02
BC-8,BC,1,420,55,Died,0.06
BC-8,BC,1,420,56,Died,0.07
BC-8,BC,1,420,57,Died,0.02
BC-8,BC,1,420,58,Died,0.07
BC-8,BC,1,420,59,Died,0.04
BC-8,BC,1,420,60,Died,0.06
BC-8,BC,1,420,61,Died,0.1
BC-8,BC,1,420,62,Died,0.08
BC-8,BC,1,420,63,Died,0.03
BC-8,BC,1,420,64,Died,0.04
BC-8,BC,1,420,65,Died,0.07
BC-8,BC,1,420,66,Died,0.07
BC-8,BC,1,420,67,Died,0.03
BC-8,BC,1,420,68,Died,0.1
BC-8,BC,1,420,69,High,0.15
BC-8,BC,1,420,70,Died,0.09
BC-8,BC,1,420,71,Died,0.04
BC-8,BC,1,420,72,Died,0.1
BC-8,BC,1,420,73,Died,0
BC-8,BC,1,420,74,High,0.12
BC-8,BC,1,420,75,Died,0.08
BC-8,BC,1,420,76,Died,0.05
BC-8,BC,1,420,77,Died,0.07
BC-8,BC,1,420,78,Died,0.04
BC-8,BC,1,420,79,Died,0.06
BC-8,BC,1,420,80,Died,0.1
BC-8,BC,1,420,81,Died,0.1
BC-8,BC,1,420,82,High,0.15
BC-8,BC,1,420,83,Died,0.13
BC-8,BC,1,420,84,Died,0.07
BC-8,BC,1,420,85,Died,0.06
BC-8,BC,1,420,86,Died,0.05
BC-8,BC,1,420,87,Died,0.03
BC-8,BC,1,420,88,Died,0.03
BC-8,BC,1,420,89,High,0.13
BC-8,BC,1,420,90,Died,0.09
BC-8,BC,1,420,91,High,0.1
BC-8,BC,1,420,92,Died,0.06
BC-8,BC,1,420,93,Died,0.06
BC-8,BC,1,420,94,Died,0.05
BC-8,BC,1,420,95,Died,0.06
BC-8,BC,1,420,96,Died,0.05
BC-8,BC,1,420,97,Died,0.06
BC-8,BC,1,420,98,Died,0.07
BC-9,BC,1,420,1,Medium,0.13
BC-9,BC,1,420,2,Medium,0.11
BC-9,BC,1,420,3,Medium,0.17
BC-9,BC,1,420,4,High,0.08
BC-9,BC,1,420,5,Medium,0.14
BC-9,BC,1,420,6,Died,0.09
BC-9,BC,1,420,7,Medium,0.12
BC-9,BC,1,420,8,Medium,0.18
BC-9,BC,1,420,9,Medium,0.16
BC-9,BC,1,420,10,Medium,0.19
BC-9,BC,1,420,11,High,0.15
BC-9,BC,1,420,12,High,0.15
BC-9,BC,1,420,13,High,0.14
BC-9,BC,1,420,14,High,0.1
BC-9,BC,1,420,15,High,0.13
BC-9,BC,1,420,16,High,0.13
BC-9,BC,1,420,17,Died,0.07
BC-9,BC,1,420,18,High,0.1
BC-9,BC,1,420,19,High,0.1
BC-9,BC,1,420,20,Died,0.05
BC-9,BC,1,420,21,Medium,0.2
BC-9,BC,1,420,22,Died,0.12
BC-9,BC,1,420,23,High,0.11
BC-9,BC,1,420,24,High,0.12
BC-9,BC,1,420,25,High,0.12
BC-9,BC,1,420,26,High,0.15
BC-9,BC,1,420,27,High,0.14
BC-9,BC,1,420,28,High,0.13
BC-9,BC,1,420,29,High,0.13
BC-9,BC,1,420,30,High,0.11
BC-9,BC,1,420,31,High,0.11
BC-9,BC,1,420,32,High,0.11
BC-9,BC,1,420,33,High,0.09
BC-9,BC,1,420,34,High,0.11
BC-9,BC,1,420,35,Medium,0.15
BC-9,BC,1,420,36,Died,0.07
BC-9,BC,1,420,37,Died,0.06
BC-9,BC,1,420,38,Medium,0.17
BC-9,BC,1,420,39,High,0.15
BC-9,BC,1,420,40,Died,0.05
BC-9,BC,1,420,41,High,0.11
BC-9,BC,1,420,42,Medium,0.11
BC-9,BC,1,420,43,Medium,0.19
BC-9,BC,1,420,44,Medium,0.18
BC-9,BC,1,420,45,High,0.12
BC-9,BC,1,420,46,High,0.11
BC-9,BC,1,420,47,High,0.25
BC-9,BC,1,420,48,High,0.12
BC-9,BC,1,420,49,Medium,0.21
BC-9,BC,1,420,50,Died,0.06
BC-9,BC,1,420,51,Medium,0.11
BC-9,BC,1,420,52,High,0.13
BC-9,BC,1,420,53,High,0.14
BC-9,BC,1,420,54,High,0.1
BC-9,BC,1,420,55,High,0.1
BC-9,BC,1,420,56,High,0.12
BC-9,BC,1,420,57,Medium,0.13
BC-9,BC,1,420,58,High,0.13
BC-9,BC,1,420,59,High,0.11
BC-9,BC,1,420,60,High,0.08
BC-9,BC,1,420,61,High,0.12
BC-9,BC,1,420,62,Medium,0.12
BC-9,BC,1,420,63,High,0.12
BC-9,BC,1,420,64,High,0.09
BC-9,BC,1,420,65,High,0.09
BC-9,BC,1,420,66,Medium,0.14
BC-9,BC,1,420,67,Medium,0.19
BC-9,BC,1,420,68,High,0.14
BC-9,BC,1,420,69,High,0.02
BC-9,BC,1,420,70,High,0.1
BC-9,BC,1,420,71,High,0.15
BC-9,BC,1,420,72,High,0.12
BC-9,BC,1,420,73,Died,0.09
BC-9,BC,1,420,74,Died,0.01
BC-9,BC,1,420,75,High,0.1
BC-9,BC,1,420,76,High,0.14
BC-9,BC,1,420,77,High,0.14
BC-9,BC,1,420,78,High,0.14
BC-9,BC,1,420,79,Medium,0.12
BC-9,BC,1,420,80,Medium,0.17
BC-9,BC,1,420,81,Died,0.12
BC-9,BC,1,420,82,High,0.12
BC-9,BC,1,420,83,High,0.12
BC-9,BC,1,420,84,High,0.18
BC-9,BC,1,420,85,High,0.08
BC-9,BC,1,420,86,Died,0.04
BC-9,BC,1,420,87,High,0.15
BC-9,BC,1,420,88,High,0.1
BC-9,BC,1,420,89,High,0.13
BC-9,BC,1,420,90,High,0.17
BC-9,BC,1,420,91,Medium,0.19
BC-9,BC,1,420,92,High,0.09
BC-9,BC,1,420,93,Medium,0.17
BC-9,BC,1,420,94,High,0.12
BC-9,BC,1,420,95,High,0.1
BC-9,BC,1,420,96,Medium,0.15
BC-13,BC,1,420,1,Died,0.07
BC-13,BC,1,420,2,Low,0.23
BC-13,BC,1,420,3,Low,0.21
BC-13,BC,1,420,4,Died,0.07
BC-13,BC,1,420,5,Died,0.08
BC-13,BC,1,420,6,Died,0.06
BC-13,BC,1,420,7,Low,0.18
BC-13,BC,1,420,8,Died,0.08
BC-13,BC,1,420,9,Died,0.08
BC-13,BC,1,420,10,Low,0.15
BC-13,BC,1,420,11,High,0.08
BC-13,BC,1,420,12,Died,0.03
BC-13,BC,1,420,13,High,0.13
BC-13,BC,1,420,14,Low,0.23
BC-13,BC,1,420,15,Died,0.06
BC-13,BC,1,420,16,Died,0.03
BC-13,BC,1,420,17,Low,0.13
BC-13,BC,1,420,18,Died,0.06
BC-13,BC,1,420,19,Medium,0.14
BC-13,BC,1,420,20,Died,0.04
BC-13,BC,1,420,21,Died,0.06
BC-13,BC,1,420,22,High,0.08
BC-13,BC,1,420,23,High,0.12
BC-13,BC,1,420,24,Low,0.13
BC-13,BC,1,420,25,Died,0.07
BC-13,BC,1,420,26,Low,0.16
BC-13,BC,1,420,27,Low,0.12
BC-13,BC,1,420,28,Low,0.22
BC-13,BC,1,420,29,Low,0.1
BC-13,BC,1,420,30,Low,0.26
BC-13,BC,1,420,31,High,0.05
BC-13,BC,1,420,32,Medium,0.22
BC-13,BC,1,420,33,Died,0.04
BC-13,BC,1,420,34,Medium,0.1
BC-13,BC,1,420,35,Low,0.21
BC-13,BC,1,420,36,Died,0.07
BC-13,BC,1,420,37,Died,0.04
BC-13,BC,1,420,38,Died,0.06
BC-13,BC,1,420,39,Died,0.09
BC-13,BC,1,420,40,Low,0.17
BC-13,BC,1,420,41,Low,0.24
BC-13,BC,1,420,42,Low,0.22
BC-13,BC,1,420,43,Low,0.14
BC-13,BC,1,420,44,High,0.07
BC-13,BC,1,420,45,Medium,0.11
BC-13,BC,1,420,46,Died,0.05
BC-13,BC,1,420,47,Low,0.15
BC-13,BC,1,420,48,High,0.15
BC-13,BC,1,420,49,Died,0.09
BC-13,BC,1,420,50,Medium,0.1
BC-13,BC,1,420,51,Medium,0.14
BC-13,BC,1,420,52,Low,0.2
BC-13,BC,1,420,53,Low,0.15
BC-13,BC,1,420,54,Died,0.04
BC-13,BC,1,420,55,Died,0.04
BC-13,BC,1,420,56,High,0.05
BC-13,BC,1,420,57,Died,0.04
BC-13,BC,1,420,58,Died,0.04
BC-13,BC,1,420,59,High,0.09
BC-13,BC,1,420,60,Low,0.1
BC-13,BC,1,420,61,Died,0.06
BC-13,BC,1,420,62,Medium,0.15
BC-13,BC,1,420,63,High,0.1
BC-13,BC,1,420,64,Medium,0.13
BC-13,BC,1,420,65,Medium,0.12
BC-13,BC,1,420,66,Medium,0.1
BC-13,BC,1,420,67,Medium,0.18
BC-13,BC,1,420,68,Died,0.06
BC-13,BC,1,420,69,Died,0.06
BC-13,BC,1,420,70,Low,0.12
BC-13,BC,1,420,71,Medium,0.1
BC-13,BC,1,420,72,Low,0.15
BC-13,BC,1,420,73,Medium,0.18
BC-13,BC,1,420,74,Medium,0.18
BC-13,BC,1,420,75,Died,0.07
BC-13,BC,1,420,76,Died,0.08
BC-13,BC,1,420,77,High,0.12
BC-13,BC,1,420,78,Low,0.13
BC-13,BC,1,420,79,Died,0.06
BC-13,BC,1,420,80,Medium,0.13
BC-13,BC,1,420,81,Died,0.04
BC-13,BC,1,420,82,High,0.11
BC-13,BC,1,420,83,Medium,0.15
BC-13,BC,1,420,84,Low,0.16
BC-13,BC,1,420,85,Died,0.08
BC-13,BC,1,420,86,High,0.11
F2-9,F2,2,420,1,Low,0.24
F2-9,F2,2,420,2,Low,0.33
F2-9,F2,2,420,3,Low,0.19
F2-9,F2,2,420,4,Low,0.24
F2-9,F2,2,420,5,Low,0.24
F2-9,F2,2,420,6,Low,0.3
F2-9,F2,2,420,7,Low,0.43
F2-9,F2,2,420,8,Low,0.32
F2-9,F2,2,420,9,Low,0.25
F2-9,F2,2,420,10,Low,0.26
F2-9,F2,2,420,11,Low,0.33
F2-9,F2,2,420,12,Low,0.43
F2-9,F2,2,420,13,Low,0.38
F2-9,F2,2,420,14,Low,0.22
F2-9,F2,2,420,15,Low,0.25
F2-9,F2,2,420,16,Low,0.24
F2-9,F2,2,420,17,Low,0.23
F2-9,F2,2,420,18,Low,0.28
F2-9,F2,2,420,19,Low,0.27
F2-9,F2,2,420,20,Low,0.44
F2-9,F2,2,420,21,Low,0.19
F2-9,F2,2,420,22,Low,0.29
F2-9,F2,2,420,23,Low,0.25
F2-9,F2,2,420,24,Low,0.38
F2-9,F2,2,420,25,Low,0.31
F2-9,F2,2,420,26,Low,0.25
F2-9,F2,2,420,27,Low,0.36
F2-9,F2,2,420,28,Low,0.23
F2-13,F2,2,420,1,Medium,0.13
F2-13,F2,2,420,2,Medium,0.11
F2-13,F2,2,420,3,Medium,0.17
F2-13,F2,2,420,4,Died,0.13
F2-13,F2,2,420,5,High,0.16
F2-13,F2,2,420,6,High,0.14
F2-13,F2,2,420,7,Died,0.07
F2-13,F2,2,420,8,Medium,0.32
F2-13,F2,2,420,9,Medium,0.23
F2-13,F2,2,420,10,Medium,0.21
F2-13,F2,2,420,11,Died,0.11
F2-13,F2,2,420,12,Medium,0.15
F2-13,F2,2,420,13,Medium,0.19
F2-13,F2,2,420,14,High,0.1
F2-13,F2,2,420,15,Medium,0.14
F2-13,F2,2,420,16,High,0.15
F2-13,F2,2,420,17,High,0.13
F2-13,F2,2,420,18,Medium,0.17
F2-13,F2,2,420,19,High,0.15
F2-13,F2,2,420,20,Medium,0.17
F2-13,F2,2,420,21,Medium,0.25
F2-13,F2,2,420,22,Medium,0.2
F2-13,F2,2,420,23,Medium,0.21
F2-13,F2,2,420,24,Medium,0.13
F2-13,F2,2,420,25,Died,0.05
F2-13,F2,2,420,26,High,0.13
F2-13,F2,2,420,27,High,0.2
F2-13,F2,2,420,28,High,0.17
F2-13,F2,2,420,29,Medium,0.27
F2-13,F2,2,420,30,Died,0.07
F2-13,F2,2,420,31,Medium,0.19
F2-13,F2,2,420,32,High,0.16
F2-13,F2,2,420,33,Medium,0.16
F2-13,F2,2,420,34,High,0.15
F2-13,F2,2,420,35,Medium,0.22
F2-13,F2,2,420,36,Medium,0.14
F2-13,F2,2,420,37,High,0.14
F2-13,F2,2,420,38,Medium,0.22
F2-13,F2,2,420,39,High,0.13
F2-13,F2,2,420,40,High,0.09
F2-13,F2,2,420,41,Died,0.11
F2-13,F2,2,420,42,High,0.14
F2-13,F2,2,420,43,High,0.09
